jobset,unit_id,coder_id,status,variable,value,time_question,time_answer
All,7931,96,DONE,relevant-1,Yes,2023-11-27T19:37:20.258Z,2023-11-27T19:37:34.094Z
All,7931,96,DONE,relevant-2,something else,2023-11-27T19:37:34.502Z,2023-11-27T19:38:00.418Z
All,7931,96,DONE,relevant-3,IRRELEVANT,,
All,15205,96,DONE,relevant-1,Yes,2023-11-27T19:38:01.146Z,2023-11-27T19:38:13.607Z
All,15205,96,DONE,relevant-2,Methodological paper,2023-11-27T19:38:14.035Z,2023-11-27T19:38:15.741Z
All,15205,96,DONE,relevant-3,Yes,2023-11-27T19:38:15.975Z,2023-11-27T19:38:19.389Z
All,4638,96,DONE,relevant-1,Yes,2023-11-27T19:38:20.089Z,2023-11-27T19:38:57.253Z
All,4638,96,DONE,relevant-2,Methodological paper,2023-11-27T19:38:57.649Z,2023-11-27T19:39:07.401Z
All,4638,96,DONE,relevant-3,Yes,2023-11-27T19:39:07.681Z,2023-11-27T19:39:09.350Z
All,6626,96,DONE,relevant-1,Yes,2023-11-27T19:39:10.045Z,2023-11-27T19:39:49.263Z
All,6626,96,DONE,relevant-2,Methodological paper,2023-11-27T19:39:49.673Z,2023-11-27T19:39:50.708Z
All,6626,96,DONE,relevant-3,Yes,2023-11-27T19:39:51.004Z,2023-11-27T19:39:52.196Z
All,4349,96,DONE,relevant-1,Yes,2023-11-27T19:39:52.991Z,2023-11-27T19:40:00.196Z
All,4349,96,DONE,relevant-2,Methodological paper,2023-11-27T19:40:00.696Z,2023-11-27T19:40:12.429Z
All,4349,96,DONE,relevant-3,Yes,2023-11-27T19:40:12.643Z,2023-11-27T19:40:14.228Z
All,1222,96,DONE,relevant-1,Yes,2023-11-27T19:40:15.091Z,2023-11-27T19:41:11.507Z
All,1222,96,DONE,relevant-2,Methodological paper,2023-11-27T19:41:12.004Z,2023-11-27T19:41:15.005Z
All,1222,96,DONE,relevant-3,Yes,2023-11-27T19:41:15.205Z,2023-11-27T19:41:16.289Z
All,12735,96,DONE,relevant-1,Yes,2023-11-27T19:41:17.035Z,2023-11-27T19:41:19.988Z
All,12735,96,DONE,relevant-2,Empirical study,2023-11-27T19:41:20.395Z,2023-11-27T19:42:25.115Z
All,12735,96,DONE,relevant-3,Yes,2023-11-27T19:42:25.338Z,2023-11-27T19:42:29.865Z
All,12321,96,DONE,relevant-1,Yes,2023-11-27T19:42:30.661Z,2023-11-27T19:42:39.081Z
All,12321,96,DONE,relevant-2,Methodological paper,2023-11-27T19:42:39.556Z,2023-11-27T19:42:46.764Z
All,12321,96,DONE,relevant-3,Yes,2023-11-27T19:42:47.028Z,2023-11-27T19:42:48.814Z
All,12821,96,DONE,relevant-1,Yes,2023-11-27T19:42:49.529Z,2023-11-27T19:43:33.725Z
All,12821,96,DONE,relevant-2,Methodological paper,2023-11-27T19:43:34.238Z,2023-11-27T19:43:37.374Z
All,12821,96,DONE,relevant-3,Yes,2023-11-27T19:43:37.576Z,2023-11-27T19:43:39.508Z
All,2859,96,DONE,relevant-1,Yes,2023-11-27T19:43:40.294Z,2023-11-27T19:43:46.323Z
All,2859,96,DONE,relevant-2,Methodological paper,2023-11-27T19:43:46.837Z,2023-11-27T19:43:51.456Z
All,2859,96,DONE,relevant-3,Yes,2023-11-27T19:43:51.746Z,2023-11-27T19:43:52.440Z
All,5416,96,DONE,relevant-1,Yes,2023-11-27T19:43:53.301Z,2023-11-27T19:44:05.399Z
All,5416,96,DONE,relevant-2,Methodological paper,2023-11-27T19:44:05.878Z,2023-11-27T19:44:06.905Z
All,5416,96,DONE,relevant-3,Yes,2023-11-27T19:44:07.211Z,2023-11-27T19:44:08.622Z
All,8952,115,DONE,relevant-1,Yes,2023-11-29T11:50:42.351Z,2023-11-29T11:51:32.192Z
All,8952,115,DONE,relevant-2,Empirical study,2023-11-29T11:51:32.659Z,2023-11-29T11:51:51.707Z
All,8952,115,DONE,relevant-3,Yes,2023-11-29T11:51:51.930Z,2023-11-29T11:51:54.964Z
All,4780,115,DONE,relevant-3,IRRELEVANT,,
All,4780,115,DONE,relevant-1,Yes,2023-11-29T11:53:02.346Z,2023-11-29T11:53:07.558Z
All,4780,115,DONE,relevant-2,Overview,2023-11-29T11:53:07.783Z,2023-11-29T11:53:25.130Z
All,12428,115,DONE,relevant-1,Yes,2023-11-29T11:53:25.615Z,2023-11-29T11:58:36.895Z
All,12428,115,DONE,relevant-2,Methodological paper,2023-11-29T11:58:37.406Z,2023-11-29T11:58:38.517Z
All,12428,115,DONE,relevant-3,Yes,2023-11-29T11:58:38.740Z,2023-11-29T11:58:49.111Z
All,11514,115,DONE,relevant-1,Yes,2023-11-29T11:59:11.676Z,2023-11-29T12:00:56.057Z
All,11514,115,DONE,relevant-2,Methodological paper,2023-11-29T12:00:56.519Z,2023-11-29T12:01:05.192Z
All,11514,115,DONE,relevant-3,Yes,2023-11-29T12:01:05.419Z,2023-11-29T12:01:10.511Z
All,15727,115,DONE,relevant-1,Yes,2023-11-29T12:01:11.217Z,2023-11-29T12:04:18.893Z
All,15727,115,DONE,relevant-2,Empirical study,2023-11-29T12:04:19.331Z,2023-11-29T12:04:21.342Z
All,15727,115,DONE,relevant-3,Yes,2023-11-29T12:04:21.566Z,2023-11-29T12:04:23.585Z
All,12641,115,DONE,relevant-1,Yes,2023-11-29T12:04:24.293Z,2023-11-29T12:04:57.532Z
All,12641,115,DONE,relevant-2,Overview,2023-11-29T12:04:57.960Z,2023-11-29T12:04:59.462Z
All,12641,115,DONE,relevant-3,IRRELEVANT,,
All,9698,115,DONE,relevant-1,Yes,2023-11-29T12:05:00.172Z,2023-11-29T12:07:09.648Z
All,9698,115,DONE,relevant-2,Methodological paper,2023-11-29T12:07:10.094Z,2023-11-29T12:07:13.643Z
All,9698,115,DONE,relevant-3,No (or unclear),2023-11-29T12:07:13.864Z,2023-11-29T12:07:16.031Z
All,4054,115,DONE,relevant-1,Yes,2023-11-29T12:07:16.727Z,2023-11-29T12:08:35.599Z
All,4054,115,DONE,relevant-2,Overview,2023-11-29T12:08:36.044Z,2023-11-29T12:08:37.299Z
All,4054,115,DONE,relevant-3,IRRELEVANT,,
All,14110,115,DONE,relevant-1,Yes,2023-11-29T12:08:38.013Z,2023-11-29T12:09:26.980Z
All,14110,115,DONE,relevant-2,Overview,2023-11-29T12:09:27.413Z,2023-11-29T12:09:34.485Z
All,14110,115,DONE,relevant-3,IRRELEVANT,,
All,15098,115,DONE,relevant-1,Yes,2023-11-29T12:09:35.197Z,2023-11-29T12:13:03.297Z
All,15098,115,DONE,relevant-2,Overview,2023-11-29T12:13:03.731Z,2023-11-29T12:13:15.410Z
All,15098,115,DONE,relevant-3,IRRELEVANT,,
All,10162,115,DONE,relevant-1,Yes,2023-11-29T12:13:16.114Z,2023-11-29T12:14:12.190Z
All,10162,115,DONE,relevant-2,Empirical study,2023-11-29T12:14:12.630Z,2023-11-29T12:14:33.991Z
All,10162,115,DONE,relevant-3,Yes,2023-11-29T12:14:34.214Z,2023-11-29T12:14:48.776Z
All,1301,115,DONE,relevant-1,Yes,2023-11-29T12:14:49.469Z,2023-11-29T12:16:03.322Z
All,1301,115,DONE,relevant-2,Empirical study,2023-11-29T12:16:03.762Z,2023-11-29T12:16:04.864Z
All,1301,115,DONE,relevant-3,No (or unclear),2023-11-29T12:16:05.088Z,2023-11-29T12:16:08.831Z
All,9778,115,DONE,relevant-1,Yes,2023-11-29T12:16:09.544Z,2023-11-29T12:22:36.462Z
All,9778,115,DONE,relevant-2,Overview,2023-11-29T12:22:36.889Z,2023-11-29T12:22:37.987Z
All,9778,115,DONE,relevant-3,IRRELEVANT,,
All,1800,115,DONE,relevant-1,Yes,2023-11-29T12:22:38.681Z,2023-11-29T12:24:16.391Z
All,1800,115,DONE,relevant-2,Empirical study,2023-11-29T12:24:16.840Z,2023-11-29T12:24:18.840Z
All,1800,115,DONE,relevant-3,Yes,2023-11-29T12:24:19.063Z,2023-11-29T12:24:20.639Z
All,14854,115,DONE,relevant-1,Yes,2023-11-29T12:24:21.637Z,2023-11-29T12:28:40.151Z
All,14854,115,DONE,relevant-2,Overview,2023-11-29T12:28:40.587Z,2023-11-29T12:28:41.689Z
All,14854,115,DONE,relevant-3,IRRELEVANT,,
All,11874,115,DONE,relevant-1,Yes,2023-11-29T12:28:42.423Z,2023-11-29T12:29:27.754Z
All,11874,115,DONE,relevant-2,Empirical study,2023-11-29T12:29:28.177Z,2023-11-29T12:29:28.875Z
All,11874,115,DONE,relevant-3,Yes,2023-11-29T12:29:29.097Z,2023-11-29T12:29:33.763Z
All,9334,115,DONE,relevant-1,Yes,2023-11-29T12:29:34.456Z,2023-11-29T12:31:58.310Z
All,9334,115,DONE,relevant-2,Methodological paper,2023-11-29T12:31:58.744Z,2023-11-29T12:32:01.218Z
All,9334,115,DONE,relevant-3,Yes,2023-11-29T12:32:15.547Z,2023-11-29T12:32:22.140Z
All,1129,115,DONE,relevant-1,Yes,2023-11-29T12:32:23.142Z,2023-11-29T12:33:18.386Z
All,1129,115,DONE,relevant-2,Methodological paper,2023-11-29T12:33:18.827Z,2023-11-29T12:33:21.500Z
All,1129,115,DONE,relevant-3,Yes,2023-11-29T12:33:21.722Z,2023-11-29T12:33:22.772Z
All,10351,115,DONE,relevant-1,Yes,2023-11-29T12:33:23.466Z,2023-11-29T12:35:07.730Z
All,10351,115,DONE,relevant-2,Empirical study,2023-11-29T12:35:08.162Z,2023-11-29T12:35:10.358Z
All,10351,115,DONE,relevant-3,Yes,2023-11-29T12:35:10.580Z,2023-11-29T12:35:11.686Z
All,878,115,DONE,relevant-1,Yes,2023-11-29T12:35:12.379Z,2023-11-29T12:36:17.537Z
All,878,115,DONE,relevant-2,Empirical study,2023-11-29T12:36:17.989Z,2023-11-29T12:36:18.719Z
All,878,115,DONE,relevant-3,Yes,2023-11-29T12:36:18.943Z,2023-11-29T12:36:20.091Z
All,10001,115,DONE,relevant-1,Yes,2023-11-29T12:36:20.785Z,2023-11-29T12:37:58.242Z
All,10001,115,DONE,relevant-2,Methodological paper,2023-11-29T12:37:58.674Z,2023-11-29T12:37:59.756Z
All,10001,115,DONE,relevant-3,No (or unclear),2023-11-29T12:37:59.982Z,2023-11-29T12:38:05.872Z
All,8694,115,DONE,relevant-1,Yes,2023-11-29T12:38:27.749Z,2023-11-29T12:39:54.164Z
All,8694,115,DONE,relevant-2,Methodological paper,2023-11-29T12:39:54.596Z,2023-11-29T12:39:55.752Z
All,8694,115,DONE,relevant-3,Yes,2023-11-29T12:39:55.973Z,2023-11-29T12:39:56.908Z
All,6029,115,DONE,relevant-1,Yes,2023-11-29T12:39:57.614Z,2023-11-29T12:40:52.378Z
All,6029,115,DONE,relevant-2,Empirical study,2023-11-29T12:40:52.806Z,2023-11-29T12:40:55.512Z
All,6029,115,DONE,relevant-3,Yes,2023-11-29T12:40:55.737Z,2023-11-29T12:41:01.866Z
All,6633,115,DONE,relevant-1,Yes,2023-11-29T12:41:02.557Z,2023-11-29T12:46:01.400Z
All,6633,115,DONE,relevant-2,Methodological paper,2023-11-29T12:46:01.838Z,2023-11-29T12:46:07.206Z
All,6633,115,DONE,relevant-3,Yes,2023-11-29T12:46:07.427Z,2023-11-29T12:46:08.326Z
All,15018,115,DONE,relevant-1,Yes,2023-11-29T12:46:09.032Z,2023-11-29T12:48:18.388Z
All,15018,115,DONE,relevant-2,Overview,2023-11-29T12:48:18.829Z,2023-11-29T12:48:19.497Z
All,15018,115,DONE,relevant-3,IRRELEVANT,,
All,5076,115,DONE,relevant-1,Yes,2023-11-29T12:48:20.195Z,2023-11-29T12:54:29.511Z
All,5076,115,DONE,relevant-2,Methodological paper,2023-11-29T12:54:29.947Z,2023-11-29T12:54:30.669Z
All,5076,115,DONE,relevant-3,Yes,2023-11-29T12:54:30.895Z,2023-11-29T12:54:32.031Z
All,13358,115,DONE,relevant-1,Yes,2023-11-29T12:54:32.724Z,2023-11-29T12:55:07.193Z
All,13358,115,DONE,relevant-2,Empirical study,2023-11-29T12:55:23.633Z,2023-11-29T12:55:32.801Z
All,13358,115,DONE,relevant-3,No (or unclear),2023-11-29T12:55:33.024Z,2023-11-29T12:55:35.462Z
All,2901,115,DONE,relevant-1,Yes,2023-11-29T12:55:36.154Z,2023-11-29T13:01:59.399Z
All,2901,115,DONE,relevant-2,Methodological paper,2023-11-29T13:01:59.956Z,2023-11-29T13:02:01.021Z
All,2901,115,DONE,relevant-3,No (or unclear),2023-11-29T13:02:01.231Z,2023-11-29T13:02:09.116Z
All,7674,115,DONE,relevant-1,Yes,2023-11-29T13:02:09.811Z,2023-11-29T13:03:17.037Z
All,7674,115,DONE,relevant-2,Empirical study,2023-11-29T13:03:17.475Z,2023-11-29T13:03:18.969Z
All,7674,115,DONE,relevant-3,Yes,2023-11-29T13:03:19.193Z,2023-11-29T13:03:20.391Z
All,12679,115,DONE,relevant-1,Yes,2023-11-29T13:03:21.095Z,2023-11-29T13:03:48.578Z
All,12679,115,DONE,relevant-2,Methodological paper,2023-11-29T13:03:49.007Z,2023-11-29T13:03:49.527Z
All,12679,115,DONE,relevant-3,No (or unclear),2023-11-29T13:03:49.748Z,2023-11-29T13:03:55.243Z
All,4655,115,DONE,relevant-1,Yes,2023-11-29T13:03:55.931Z,2023-11-29T13:04:44.479Z
All,4655,115,DONE,relevant-2,Methodological paper,2023-11-29T13:04:44.920Z,2023-11-29T13:04:51.306Z
All,4655,115,DONE,relevant-3,Yes,2023-11-29T13:04:51.534Z,2023-11-29T13:04:52.966Z
All,11372,115,DONE,relevant-1,Yes,2023-11-29T13:04:53.656Z,2023-11-29T13:05:50.744Z
All,11372,115,DONE,relevant-2,Overview,2023-11-29T13:05:51.176Z,2023-11-29T13:05:52.740Z
All,11372,115,DONE,relevant-3,IRRELEVANT,,
All,2160,115,DONE,relevant-1,Yes,2023-11-29T13:05:53.434Z,2023-11-29T13:07:42.229Z
All,2160,115,DONE,relevant-2,Methodological paper,2023-11-29T13:07:42.671Z,2023-11-29T13:07:46.828Z
All,2160,115,DONE,relevant-3,Yes,2023-11-29T13:07:47.046Z,2023-11-29T13:07:51.464Z
All,3479,115,DONE,relevant-1,Yes,2023-11-29T13:07:52.154Z,2023-11-29T13:09:13.723Z
All,3479,115,DONE,relevant-2,Overview,2023-11-29T13:09:14.167Z,2023-11-29T13:09:17.775Z
All,3479,115,DONE,relevant-3,IRRELEVANT,,
All,1949,115,DONE,relevant-1,Yes,2023-11-29T13:09:18.468Z,2023-11-29T13:11:23.274Z
All,1949,115,DONE,relevant-2,Methodological paper,2023-11-29T13:11:23.727Z,2023-11-29T13:11:27.172Z
All,1949,115,DONE,relevant-3,Yes,2023-11-29T13:11:27.396Z,2023-11-29T13:11:28.604Z
All,2581,115,DONE,relevant-1,Yes,2023-11-29T13:11:29.302Z,2023-11-29T13:11:59.190Z
All,2581,115,DONE,relevant-2,Methodological paper,2023-11-29T13:11:59.629Z,2023-11-29T13:12:01.516Z
All,2581,115,DONE,relevant-3,No (or unclear),2023-11-29T13:12:01.744Z,2023-11-29T13:12:06.072Z
All,1531,115,DONE,relevant-1,Yes,2023-11-29T13:12:06.781Z,2023-11-29T13:14:02.261Z
All,1531,115,DONE,relevant-2,Empirical study,2023-11-29T13:14:02.812Z,2023-11-29T13:14:04.381Z
All,1531,115,DONE,relevant-3,Yes,2023-11-29T13:14:04.605Z,2023-11-29T13:14:08.621Z
All,15584,115,DONE,relevant-1,Yes,2023-11-29T13:14:09.317Z,2023-11-29T13:17:12.217Z
All,15584,115,DONE,relevant-2,Methodological paper,2023-11-29T13:17:12.662Z,2023-11-29T13:17:18.309Z
All,15584,115,DONE,relevant-3,Yes,2023-11-29T13:17:18.533Z,2023-11-29T13:17:22.817Z
All,7931,115,DONE,relevant-1,Yes,2023-11-30T08:04:52.169Z,2023-11-30T08:06:22.871Z
All,7931,115,DONE,relevant-2,Overview,2023-11-30T08:06:23.358Z,2023-11-30T08:06:26.152Z
All,7931,115,DONE,relevant-3,IRRELEVANT,,
All,id,135,DONE,welcome,76aeb66e806c3f718251a7301672073d43ceea30,2023-11-30T07:33:37.256Z,2023-11-30T07:33:41.613Z
All,1017,135,DONE,relevant-1,Yes,2023-11-30T07:33:42.599Z,2023-11-30T07:34:17.717Z
All,1017,135,DONE,relevant-2,Empirical study,2023-11-30T07:34:18.125Z,2023-11-30T07:34:35.207Z
All,1017,135,DONE,relevant-3,Yes,2023-11-30T07:34:35.414Z,2023-11-30T07:34:45.133Z
All,8952,135,DONE,relevant-1,Yes,2023-11-30T07:34:45.824Z,2023-11-30T07:35:21.822Z
All,8952,135,DONE,relevant-2,Empirical study,2023-11-30T07:35:22.336Z,2023-11-30T07:35:24.267Z
All,8952,135,DONE,relevant-3,Yes,2023-11-30T07:35:24.477Z,2023-11-30T07:35:26.019Z
All,4780,135,DONE,relevant-1,Yes,2023-11-30T07:35:26.688Z,2023-11-30T07:36:04.199Z
All,4780,135,DONE,relevant-2,Empirical study,2023-11-30T07:36:04.791Z,2023-11-30T07:36:07.683Z
All,4780,135,DONE,relevant-3,No (or unclear),2023-11-30T07:36:07.894Z,2023-11-30T07:36:08.950Z
All,12428,135,DONE,relevant-1,Yes,2023-11-30T07:36:09.650Z,2023-11-30T07:36:24.566Z
All,12428,135,DONE,relevant-2,Empirical study,2023-11-30T07:36:25.075Z,2023-11-30T07:36:26.066Z
All,12428,135,DONE,relevant-3,Yes,2023-11-30T07:36:26.272Z,2023-11-30T07:36:28.650Z
All,11514,135,DONE,relevant-1,Yes,2023-11-30T07:36:29.327Z,2023-11-30T07:37:01.635Z
All,11514,135,DONE,relevant-2,Empirical study,2023-11-30T07:37:02.155Z,2023-11-30T07:37:03.833Z
All,11514,135,DONE,relevant-3,Yes,2023-11-30T07:37:04.040Z,2023-11-30T07:37:06.699Z
All,15727,135,DONE,relevant-1,Yes,2023-11-30T07:37:07.541Z,2023-11-30T07:37:32.449Z
All,15727,135,DONE,relevant-2,Methodological paper,2023-11-30T07:37:32.967Z,2023-11-30T07:37:33.949Z
All,15727,135,DONE,relevant-3,No (or unclear),2023-11-30T07:37:34.161Z,2023-11-30T07:37:35.206Z
All,12641,135,DONE,relevant-1,Yes,2023-11-30T07:37:35.990Z,2023-11-30T07:37:45.899Z
All,12641,135,DONE,relevant-2,Overview,2023-11-30T07:37:46.432Z,2023-11-30T07:37:47.249Z
All,12641,135,DONE,relevant-3,IRRELEVANT,,
All,9698,135,DONE,relevant-1,No (or unclear),2023-11-30T07:37:47.939Z,2023-11-30T07:37:49.749Z
All,9698,135,DONE,relevant-2,IRRELEVANT,,
All,9698,135,DONE,relevant-3,IRRELEVANT,,
All,4054,135,DONE,relevant-1,No (or unclear),2023-11-30T07:37:50.716Z,2023-11-30T07:38:26.166Z
All,4054,135,DONE,relevant-2,IRRELEVANT,,
All,4054,135,DONE,relevant-3,IRRELEVANT,,
All,14110,135,DONE,relevant-1,Yes,2023-11-30T07:38:27.231Z,2023-11-30T07:38:38.017Z
All,14110,135,DONE,relevant-2,Overview,2023-11-30T07:38:38.538Z,2023-11-30T07:38:41.382Z
All,14110,135,DONE,relevant-3,IRRELEVANT,,
All,15098,135,DONE,relevant-1,No (or unclear),2023-11-30T07:38:42.143Z,2023-11-30T07:38:42.804Z
All,15098,135,DONE,relevant-2,IRRELEVANT,,
All,15098,135,DONE,relevant-3,IRRELEVANT,,
All,10162,135,DONE,relevant-1,Yes,2023-11-30T07:38:43.637Z,2023-11-30T07:39:00.784Z
All,10162,135,DONE,relevant-2,Empirical study,2023-11-30T07:39:01.329Z,2023-11-30T07:39:02.082Z
All,10162,135,DONE,relevant-3,Yes,2023-11-30T07:39:02.290Z,2023-11-30T07:39:02.966Z
All,1301,135,DONE,relevant-1,Yes,2023-11-30T07:39:03.654Z,2023-11-30T07:39:31.565Z
All,1301,135,DONE,relevant-2,Overview,2023-11-30T07:39:32.233Z,2023-11-30T07:39:32.966Z
All,1301,135,DONE,relevant-3,IRRELEVANT,,
All,9778,135,DONE,relevant-1,No (or unclear),2023-11-30T07:39:33.649Z,2023-11-30T07:39:35.633Z
All,9778,135,DONE,relevant-2,IRRELEVANT,,
All,9778,135,DONE,relevant-3,IRRELEVANT,,
All,1800,135,DONE,relevant-1,Yes,2023-11-30T07:39:36.582Z,2023-11-30T07:39:56.949Z
All,1800,135,DONE,relevant-2,Empirical study,2023-11-30T07:39:57.474Z,2023-11-30T07:39:59.481Z
All,1800,135,DONE,relevant-3,Yes,2023-11-30T07:39:59.809Z,2023-11-30T07:40:03.815Z
All,14854,135,DONE,relevant-1,Yes,2023-11-30T07:40:04.585Z,2023-11-30T07:40:18.701Z
All,14854,135,DONE,relevant-2,Empirical study,2023-11-30T07:40:19.225Z,2023-11-30T07:40:19.765Z
All,14854,135,DONE,relevant-3,No (or unclear),2023-11-30T07:40:20.087Z,2023-11-30T07:40:21.415Z
All,11874,135,DONE,relevant-1,Yes,2023-11-30T07:40:22.088Z,2023-11-30T07:40:42.950Z
All,11874,135,DONE,relevant-2,Empirical study,2023-11-30T07:40:43.521Z,2023-11-30T07:40:44.082Z
All,11874,135,DONE,relevant-3,Yes,2023-11-30T07:40:44.295Z,2023-11-30T07:40:44.998Z
All,9334,135,DONE,relevant-1,Yes,2023-11-30T07:40:45.772Z,2023-11-30T07:41:28.727Z
All,9334,135,DONE,relevant-2,Empirical study,2023-11-30T07:41:29.249Z,2023-11-30T07:41:30.221Z
All,9334,135,DONE,relevant-3,No (or unclear),2023-11-30T07:41:30.545Z,2023-11-30T07:41:31.927Z
All,1129,135,DONE,relevant-1,Yes,2023-11-30T07:41:32.600Z,2023-11-30T07:41:47.525Z
All,1129,135,DONE,relevant-2,Empirical study,2023-11-30T07:41:48.149Z,2023-11-30T07:41:49.165Z
All,1129,135,DONE,relevant-3,Yes,2023-11-30T07:41:49.384Z,2023-11-30T07:41:50.761Z
All,10351,135,DONE,relevant-1,Yes,2023-11-30T07:41:51.788Z,2023-11-30T07:42:26.312Z
All,10351,135,DONE,relevant-2,Empirical study,2023-11-30T07:42:26.846Z,2023-11-30T07:42:27.476Z
All,10351,135,DONE,relevant-3,Yes,2023-11-30T07:42:27.685Z,2023-11-30T07:42:28.527Z
All,878,135,DONE,relevant-1,Yes,2023-11-30T07:42:29.222Z,2023-11-30T07:50:25.426Z
All,878,135,DONE,relevant-2,Empirical study,2023-11-30T07:50:26.147Z,2023-11-30T07:50:27.642Z
All,878,135,DONE,relevant-3,Yes,2023-11-30T07:50:27.849Z,2023-11-30T07:50:29.124Z
All,10001,135,DONE,relevant-1,Yes,2023-11-30T07:50:29.801Z,2023-11-30T07:50:44.675Z
All,10001,135,DONE,relevant-2,Methodological paper,2023-11-30T07:50:45.201Z,2023-11-30T07:50:45.808Z
All,10001,135,DONE,relevant-3,Yes,2023-11-30T07:50:46.021Z,2023-11-30T07:50:48.142Z
All,8694,135,DONE,relevant-1,Yes,2023-11-30T07:50:48.814Z,2023-11-30T07:51:00.957Z
All,8694,135,DONE,relevant-2,Empirical study,2023-11-30T07:51:01.522Z,2023-11-30T07:51:02.260Z
All,8694,135,DONE,relevant-3,Yes,2023-11-30T07:51:02.474Z,2023-11-30T07:51:04.124Z
All,6029,135,DONE,relevant-1,Yes,2023-11-30T07:51:04.816Z,2023-11-30T07:51:19.390Z
All,6029,135,DONE,relevant-2,Empirical study,2023-11-30T07:51:19.926Z,2023-11-30T07:51:20.463Z
All,6029,135,DONE,relevant-3,Yes,2023-11-30T07:51:20.677Z,2023-11-30T07:51:21.890Z
All,6633,135,DONE,relevant-1,Yes,2023-11-30T07:51:22.586Z,2023-11-30T07:52:00.374Z
All,6633,135,DONE,relevant-2,Overview,2023-11-30T07:52:01.206Z,2023-11-30T07:52:02.108Z
All,6633,135,DONE,relevant-3,IRRELEVANT,,
All,15018,135,DONE,relevant-1,No (or unclear),2023-11-30T07:52:02.783Z,2023-11-30T07:52:03.575Z
All,15018,135,DONE,relevant-2,IRRELEVANT,,
All,15018,135,DONE,relevant-3,IRRELEVANT,,
All,5076,135,DONE,relevant-1,Yes,2023-11-30T07:52:04.397Z,2023-11-30T07:52:17.592Z
All,5076,135,DONE,relevant-2,Empirical study,2023-11-30T07:52:18.129Z,2023-11-30T07:52:19.691Z
All,5076,135,DONE,relevant-3,Yes,2023-11-30T07:52:20.015Z,2023-11-30T07:52:21.591Z
All,13358,135,DONE,relevant-1,Yes,2023-11-30T07:52:22.262Z,2023-11-30T07:52:38.700Z
All,13358,135,DONE,relevant-2,Empirical study,2023-11-30T07:52:39.226Z,2023-11-30T07:52:41.441Z
All,13358,135,DONE,relevant-3,Yes,2023-11-30T07:52:41.766Z,2023-11-30T07:52:43.390Z
All,2901,135,DONE,relevant-1,No (or unclear),2023-11-30T07:52:44.069Z,2023-11-30T07:53:10.924Z
All,2901,135,DONE,relevant-2,IRRELEVANT,,
All,2901,135,DONE,relevant-3,IRRELEVANT,,
All,7674,135,DONE,relevant-1,Yes,2023-11-30T07:53:12.013Z,2023-11-30T07:53:26.259Z
All,7674,135,DONE,relevant-2,Empirical study,2023-11-30T07:53:27.159Z,2023-11-30T07:53:27.924Z
All,7674,135,DONE,relevant-3,Yes,2023-11-30T07:53:28.137Z,2023-11-30T07:53:28.757Z
All,12679,135,DONE,relevant-1,Yes,2023-11-30T07:53:29.484Z,2023-11-30T07:53:51.874Z
All,12679,135,DONE,relevant-2,Overview,2023-11-30T07:53:52.425Z,2023-11-30T07:54:04.241Z
All,12679,135,DONE,relevant-3,IRRELEVANT,,
All,4655,135,DONE,relevant-1,Yes,2023-11-30T07:54:05.125Z,2023-11-30T07:54:38.665Z
All,4655,135,DONE,relevant-2,Methodological paper,2023-11-30T07:54:39.296Z,2023-11-30T07:54:40.274Z
All,4655,135,DONE,relevant-3,No (or unclear),2023-11-30T07:54:40.989Z,2023-11-30T07:54:41.590Z
All,11372,135,DONE,relevant-1,Yes,2023-11-30T07:54:42.284Z,2023-11-30T07:55:09.492Z
All,11372,135,DONE,relevant-2,Overview,2023-11-30T07:55:10.093Z,2023-11-30T07:55:10.957Z
All,11372,135,DONE,relevant-3,IRRELEVANT,,
All,2160,135,DONE,relevant-1,Yes,2023-11-30T07:55:11.920Z,2023-11-30T07:55:36.691Z
All,2160,135,DONE,relevant-2,something else,2023-11-30T07:55:37.211Z,2023-11-30T07:55:50.190Z
All,2160,135,DONE,relevant-3,IRRELEVANT,,
All,3479,135,DONE,relevant-1,Yes,2023-11-30T07:55:51.077Z,2023-11-30T07:56:14.190Z
All,3479,135,DONE,relevant-2,Overview,2023-11-30T07:56:14.701Z,2023-11-30T07:56:28.278Z
All,3479,135,DONE,relevant-3,IRRELEVANT,,
All,1949,135,DONE,relevant-1,Yes,2023-11-30T07:56:29.043Z,2023-11-30T08:00:21.189Z
All,1949,135,DONE,relevant-2,Empirical study,2023-11-30T08:00:21.854Z,2023-11-30T08:00:22.672Z
All,1949,135,DONE,relevant-3,Yes,2023-11-30T08:00:22.883Z,2023-11-30T08:00:24.525Z
All,2581,135,DONE,relevant-1,No (or unclear),2023-11-30T08:00:25.233Z,2023-11-30T08:01:17.655Z
All,2581,135,DONE,relevant-2,IRRELEVANT,,
All,2581,135,DONE,relevant-3,IRRELEVANT,,
All,1531,135,DONE,relevant-1,Yes,2023-11-30T08:01:18.628Z,2023-11-30T08:01:36.405Z
All,1531,135,DONE,relevant-2,Empirical study,2023-11-30T08:01:37.074Z,2023-11-30T08:01:39.275Z
All,1531,135,DONE,relevant-3,No (or unclear),2023-11-30T08:01:39.489Z,2023-11-30T08:01:40.672Z
All,15584,135,DONE,relevant-1,Yes,2023-11-30T08:01:41.481Z,2023-11-30T08:02:25.522Z
